DateTime,true_ivix,calculated_ivix
2018/1/29,18.49,15.642713352627998
2018/1/30,16.08,18.380680146384567
2018/1/31,17.15,18.731801537809794
2018/2/1,16.79,16.788970850011033
2018/2/2,17.03,17.04818191523444
2018/2/5,18.55,18.57981497817136
2018/2/6,22.2,22.288218733615324
2018/2/7,24.06,24.279655238011284
2018/2/8,25.67,25.92894371852029
2018/2/9,33.06,34.86212680396027
2018/2/12,28.19,29.396618153683967
2018/2/13,27.53,28.464931774075453
2018/2/14,27.32,28.102125952519714
2018/2/22,27.32,26.35489736347032
2018/2/23,27.32,23.8539023784471
2018/2/26,27.32,24.4839924100846
2018/2/27,27.32,25.869325628745223
2018/2/28,27.32,26.133279322531433
2018/3/1,27.32,23.929892634885068
2018/3/2,27.32,23.756483343656935
2018/3/5,27.32,22.334918704158216
2018/3/6,27.32,21.074626348778974
2018/3/7,27.32,22.008732193803898
2018/3/8,27.32,21.085891864293902
2018/3/9,27.32,20.53331935091396
2018/3/12,27.32,21.422097825064068
2018/3/13,27.32,21.849743051692926
2018/3/14,27.32,21.084688879029105
2018/3/15,27.32,20.52403045418843
2018/3/16,27.32,20.863731321389974
2018/3/19,27.32,21.045168290042625
2018/3/20,27.32,20.910516736032545
2018/3/21,27.32,21.37821750086308
2018/3/22,27.32,21.093064171229926
2018/3/23,27.32,25.311074847001645
2018/3/26,27.32,24.783227676966625
2018/3/27,27.32,23.79505833745882
2018/3/28,27.32,24.914278767831124
2018/3/29,27.32,17.674977319080508
2018/3/30,27.32,19.802429442203373
2018/4/2,27.32,24.80155707819007
2018/4/3,27.32,24.713243329492975
2018/4/4,27.32,24.458455988296237
2018/4/9,27.32,24.990104494795297
2018/4/10,27.32,23.462104156759526
2018/4/11,27.32,23.9565043095001
2018/4/12,27.32,24.385626853385002
2018/4/13,27.32,24.668907392315077
2018/4/16,27.32,25.548737526863697
2018/4/17,27.32,25.65193822826557
2018/4/18,27.32,25.273327597269613
2018/4/19,27.32,23.703626242771257
2018/4/20,27.32,22.92906260678493
2018/4/23,27.32,22.860250598960477
2018/4/24,27.32,23.020790498937142
2018/4/25,27.32,22.782253692092095
2018/4/26,27.32,24.474877589807186
2018/4/27,27.32,25.598856058224364
2018/5/2,27.32,25.43419158335928
2018/5/3,27.32,25.631467164833882
2018/5/4,27.32,25.95246173415274
2018/5/7,27.32,25.655142304689406
2018/5/8,27.32,24.50809177779475
2018/5/9,27.32,23.97927428049142
2018/5/10,27.32,22.507377991349962
2018/5/11,27.32,22.098215474117204
2018/5/14,27.32,20.891219611481688
2018/5/15,27.32,19.929871694680763
2018/5/16,27.32,20.383847533632355
2018/5/17,27.32,19.07524363669436
2018/5/18,27.32,18.278781780239594
2018/5/21,27.32,18.30465994575334
2018/5/22,27.32,17.747464795720553
2018/5/23,27.32,18.674643054754135
2018/5/24,27.32,18.24198893319588
2018/5/25,27.32,18.123286195530422
2018/5/28,27.32,14.154225372933132
2018/5/29,27.32,15.192226920574726
2018/5/30,27.32,19.271539349603405
2018/5/31,27.32,17.683579136113945
2018/6/1,27.32,20.45029165363779
2018/6/4,27.32,19.413448322080846
2018/6/5,27.32,19.120037125275708
2018/6/6,27.32,18.77861082156279
2018/6/7,27.32,18.176149350120912
2018/6/8,27.32,19.451973666899924
2018/6/11,27.32,20.133916663985424
2018/6/12,27.32,19.037985046075523
2018/6/13,27.32,19.387438958937693
2018/6/14,27.32,19.79612482444916
2018/6/15,27.32,20.251723046154986
2018/6/19,27.32,23.948407865291873
2018/6/20,27.32,21.412080237657253
2018/6/21,27.32,20.198782438650074
2018/6/22,27.32,19.80728668517765
2018/6/25,27.32,20.891441640471847
2018/6/26,27.32,21.351479100741212
2018/6/27,27.32,23.037738124183335
2018/6/28,27.32,20.515660274829223
2018/6/29,27.32,17.502331519232982
2018/7/2,27.32,25.55549549661591
2018/7/3,27.32,26.340780110939637
2018/7/4,27.32,26.946419414290823
2018/7/5,27.32,27.26888280732386
