Date,Adj Close
03/1/27,1496.156982
03/1/28,1500.639038
03/1/29,1499.814941
03/1/30,1499.810059
03/1/31,1499.810059
03/2/3,1499.810059
03/2/4,1499.810059
03/2/5,1499.810059
03/2/6,1499.810059
03/2/7,1499.810059
03/2/10,1480.168945
03/2/11,1492.764038
03/2/12,1510.671021
03/2/13,1504.338013
03/2/14,1510.949951
03/2/17,1496.522949
03/2/18,1496.468018
03/2/19,1510.802979
03/2/20,1509.485962
03/2/21,1478.870972
03/2/24,1481.936035
03/2/25,1511.275024
03/2/26,1513.175049
03/2/27,1513.703979
03/2/28,1511.932007
03/3/3,1525.483032
03/3/4,1524.303955
03/3/5,1517.178955
03/3/6,1498.343018
03/3/7,1493.093018
03/3/10,1468.918945
03/3/11,1469.550049
03/3/12,1475.008057
03/3/13,1464.649048
03/3/14,1466.043945
03/3/17,1469.274048
03/3/18,1459.891968
03/3/19,1469.959961
03/3/20,1464.540039
03/3/21,1474.656982
03/3/24,1477.765991
03/3/25,1462.400024
03/3/26,1456.270996
03/3/27,1499.347046
03/3/28,1491.94104
03/3/31,1510.578003
03/4/1,1522.546021
03/4/2,1521.319946
03/4/3,1511.729004
03/4/4,1521.128052
03/4/7,1515.131958
03/4/8,1520.551025
03/4/9,1543.67395
03/4/10,1551.180054
03/4/11,1576.859985
03/4/14,1616.072021
03/4/15,1631.469971
03/4/16,1606.23999
03/4/17,1613.604004
03/4/18,1603.077026
03/4/21,1571.713989
03/4/22,1568.692017
03/4/23,1541.959961
03/4/24,1503.589966
03/4/25,1487.146973
03/4/28,1537.69104
03/4/29,1509.312988
03/4/30,1521.44397
03/5/1,1521.439941
03/5/2,1521.439941
03/5/5,1521.439941
03/5/6,1521.439941
03/5/7,1521.439941
03/5/8,1521.439941
03/5/9,1521.439941
03/5/12,1531.866943
03/5/13,1485.307007
03/5/14,1522.92395
03/5/15,1555.285034
03/5/16,1554.452026
03/5/19,1555.447021
03/5/20,1535.52002
03/5/21,1533.483032
03/5/22,1546.113037
03/5/23,1560.954956
03/5/26,1569.511963
03/5/27,1568.340942
03/5/28,1551.811035
03/5/29,1568.156006
03/5/30,1576.260986
03/6/2,1576.527954
03/6/3,1562.237061
03/6/4,1574.110962
03/6/5,1556.249023
03/6/6,1538.920044
03/6/9,1530.214966
03/6/10,1538.761963
03/6/11,1565.839966
03/6/12,1562.105957
03/6/13,1566.765991
03/6/16,1559.704956
03/6/17,1557.175049
03/6/18,1553.876953
03/6/19,1538.754028
03/6/20,1529.469971
03/6/23,1511.36499
03/6/24,1512.428955
03/6/25,1502.077026
03/6/26,1515.375
03/6/27,1497.053955
03/6/30,1486.024048
03/7/1,1484.703979
03/7/2,1499.682007
03/7/3,1504.436035
03/7/4,1502.348999
03/7/7,1501.484009
03/7/8,1512.019043
03/7/9,1503.313965
03/7/10,1531.927002
03/7/11,1528.854004
03/7/14,1521.41394
03/7/15,1525.438965
03/7/16,1529.490967
03/7/17,1539.358032
03/7/18,1507.161987
03/7/21,1495.88501
03/7/22,1498.484985
03/7/23,1502.147949
03/7/24,1493.45105
03/7/25,1477.651001
03/7/28,1470.392944
03/7/29,1477.296021
03/7/30,1479.651978
03/7/31,1476.741943
03/8/1,1476.968994
03/8/4,1494.36499
03/8/5,1494.312012
03/8/6,1486.251953
03/8/7,1487.369995
03/8/8,1471.271973
03/8/11,1474.412964
03/8/12,1479.282959
03/8/13,1465.827026
03/8/14,1455.899048
03/8/15,1450.203003
03/8/18,1445.088989
03/8/19,1449.712036
